gene_id	L3_FPKM	L4_FPKM	L5_FPKM	L7_FPKM	L8_FPKM
Dtwd1	2.46772	3.01832	2.26212	2.52321	2.40537
Dtwd2	2.24101	2.48525	2.24654	2.12103	2.49061
Dtx1	0.294792	0.381108	0.402038	0.375402	0.376331
Dtx2	6.7612	5.75605	6.43418	6.4321	5.95833
Dtx3	35.8225	28.3264	30.9701	32.251	30.9237
Dtx3l	2.50965	2.92819	2.93511	3.51004	3.00663
Dtx4	5.64296	5.20397	5.5486	5.30302	5.43908
Dtymk	24.2168	27.4315	29.7704	28.7979	29.1472
Duox1	0.0284632	0.0387971	0.120054	0.0773117	0.0849414
Duox2	0	0.0772109	0.0130002	0.0345562	0.0380955
Duoxa1	0.380781	0.480826	0.327894	0.324809	0.517331
Duoxa2	0.0555204	0.100315	0	0	0
Dupd1	0.15733	0	0.242702	0.318377	0
Dus1l	12.9817	12.1351	11.9568	12.6169	11.7257
Dus2l	3.07926	2.6041	3.24859	2.68384	2.43584
Dus3l	15.5383	12.4725	14.0985	11.6314	13.5462
Dus4l	1.04041	2.71537	2.88544	2.7583	2.59751
Dusp1	17.0027	15.6967	18.3445	15.7616	12.5034
Dusp10	1.49353	2.80677	2.20227	2.32994	2.2928
Dusp11	16.6876	14.9258	16.5809	17.7178	14.7377
Dusp12	8.09283	10.5535	9.74705	7.51444	9.07927
Dusp13	0.0419391	0	1.03611	0.279207	0.0305903
Dusp14	4.95067	5.38663	4.55812	4.11471	5.15555
Dusp15	36.5482	38.7229	39.72	38.2503	29.534
Dusp16	4.66346	4.88582	4.08057	4.853	4.14062
Dusp18	3.41314	4.09714	3.77813	4.38766	4.25635
Dusp19	7.75144	6.61899	7.1261	10.0781	7.43701
Dusp2	0.272609	0	0.0418656	0.290643	0.24401
Dusp22	30.8489	32.4008	30.9876	33.6712	32.2479
Dusp23	4.01072	4.03476	3.2656	3.98144	3.72266
Dusp26	83.1133	79.3343	80.2382	74.4919	77.8493
Dusp27	0.312609	0.307524	0.460881	0.30729	0.509745
Dusp28	13.174	11.1994	10.7774	10.0842	10.5809
Dusp3	44.6067	47.3553	44.5563	44.1529	46.9378
Dusp4	2.18681	2.48832	1.94308	2.39975	1.8085
Dusp5	11.7991	10.2282	12.5157	8.90681	11.3759
Dusp6	8.14203	7.43998	9.04181	9.56443	7.84714
Dusp7	4.74722	5.7149	5.43509	4.70385	4.65781
Dusp8	13.3265	10.7315	11.2575	10.4619	11.0127
Dusp9	0	0	0	0.0369143	0
Dut	10.5541	10.5504	11.006	11.5209	10.6148
Dux	0.0347222	0	0	0	0
Duxbl1	0.113579	0.0694464	0.058228	0	0.0847835
Duxbl3	0	0.0638975	0	0.0239607	0.0258753
Dvl1	20.2156	18.2034	19.4146	16.5311	18.5538
Dvl2	1.90157	1.84981	2.36847	2.01482	2.13073
Dvl3	11.052	11.4782	12.4226	11.8191	13.128
DXBay18	0	0.000275004	0	0	0
Dxo	3.73252	3.80055	4.13627	4.14047	5.45258
Dydc1	0.443107	0.215182	0.0891036	0.241818	0.0882441
Dydc2	3.10036	0.404497	1.35159	2.73634	2.0468
Dym	74.6603	78.4587	78.0941	71.2909	77.4102
Dynap	0.151352	0.21017	0.232424	0.105076	0.0558784
Dync1h1	123.463	109.934	112.628	111.624	115.643
Dync1i1	78.5282	77.7356	73.7336	70.4281	84.2708
Dync1i2	215.796	209.581	207.839	201.057	211.444
Dync1li1	86.0214	81.2762	84.0187	78.3794	87.7882
Dync1li2	109.958	108.204	107.797	104.454	110.384
Dync2h1	2.72925	3.1124	3.19649	3.2744	2.78034
Dync2li1	12.7595	14.6844	13.9588	16.8327	16.0722
Dynll1	144.148	167.801	149.795	167.675	179.101
Dynll2	369.924	357.073	347.538	339.473	360.662
Dynlrb1	390.225	447.951	392.104	433.553	454.109
Dynlrb2	0.671422	0	0.171626	0.307375	0.675719
Dynlt1a	5.00292	5.12076	5.7374	6.29913	5.2844
Dynlt1b	9.81176	14.9464	15.7209	17.4058	14.9193
Dynlt1c	0.307313	0.41328	0.711532	0.212296	0.808794
Dynlt1f	0.377061	0.486573	0.937894	0.815669	0.299313
Dynlt3	311.832	291.754	297.414	311.119	284.705
Dyrk1a	10.1166	10.8659	10.7496	10.7154	10.8694
Dyrk1b	10.4894	9.02433	8.56958	9.34117	9.53112
Dyrk2	2.78155	2.47376	2.31334	3.7512	2.72291
Dyrk3	2.78788	3.28717	2.7419	2.93792	3.1923
Dyrk4	0.220423	0.722027	0.634142	0.518222	0.340015
Dysf	14.1587	11.8694	13.2675	12.1689	13.1523
Dytn	0.172322	0.488371	0.13561	0.146545	0.15993
Dyx1c1	0.65727	0.916272	1.08729	1.28704	0.593988
Dzank1	28.1155	25.0716	25.1915	26.549	24.0456
Dzip1	6.06745	5.40382	6.41995	6.20946	5.03586
Dzip1l	1.07364	0.666765	1.1505	0.739151	0.681505
Dzip3	11.702	11.6954	12.9429	13.2985	11.5915
E030003E18Rik	1.11941	0.530666	1.09938	1.80122	1.50087
E030011O05Rik	1.04686	0.676577	0.919432	0.713336	0.451896
E030013I19Rik	0.0371596	0.0730906	0.0298531	0.137107	0.0584009
E030018B13Rik	0	0	0	0	0.112466
E030019B06Rik	0.046173	0	0.071209	0	0
E030024N20Rik	0.347191	0.565522	0.501044	0.517496	0.645724
E030030I06Rik	0.521808	0.756023	0.915111	0.681732	0.606835
E130003G02Rik	0.383792	0.0986182	0.200967	0.117358	0.289693
E130006D01Rik	0.199807	0.560423	0.11891	0.212053	0.630791
E130008D07Rik	0.509863	0.43631	0.436577	0.319396	0.450266
E130012A19Rik	0.410894	0.543295	0.542196	0.290641	0.229133
E130018N17Rik	0	0	0.113246	0	0
E130102H24Rik	1.94595	3.29445	2.51018	2.54297	1.9261
E130112N10Rik	0.775594	1.06161	1.15662	0.921579	0.928501
E130114P18Rik	2.77007	2.75682	3.11602	4.28827	2.82947
E130201H02Rik	0	0	0.348208	0	0.426071
E130215H24Rik	0.317687	0.391486	0	0.956332	0.0813232
E130218I03Rik	1.44573	1.62517	1.4274	1.52821	1.73478
E130304I02Rik	0.147697	0.253875	0.110953	0.280932	0.320161
E130307A14Rik	5.17482	4.10681	4.76961	3.84614	5.32568
E130308A19Rik	1.74992	2.04284	1.67758	1.60335	1.41891
E130309D02Rik	8.92218	8.15903	7.63872	8.19861	9.19127
E130309D14Rik	11.6212	10.5107	11.1223	10.4923	10.9549
E130309F12Rik	0.425721	0.448861	0.525904	0.377719	0.469437
E130310I04Rik	0.0723344	0.0455368	0.150227	0.30206	0
E130311K13Rik	5.99531	5.6224	6.15841	7.66141	4.39185
E130317F20Rik	0.702432	0.916618	0.935951	0.679449	0.958756
E230008N13Rik	0.0302685	0	0.023814	0	0.0117642
E230016K23Rik	0.0831188	0.0386706	0.161152	0	0
E230016M11Rik	1.88794	2.26055	2.59428	2.44781	1.95009
E230025N22Rik	0.316337	0.109562	0.0612343	0.136593	0.0600837
E230029C05Rik	0	0.0746803	0.12332	0.0838828	0.235799
E2f1	11.9039	11.8005	12.0345	11.6572	13.4183
E2f2	0.980294	1.08642	0.989694	0.956491	1.11758
E2f3	6.87165	6.19038	6.23321	6.93703	7.26453
E2f4	13.0058	12.1056	11.5772	12.3087	11.741
E2f5	7.83319	7.47781	8.11361	6.71599	4.93826
E2f6	30.2821	31.4818	35.0208	30.6439	33.747
E2f7	0.0418632	0.179792	0.183358	0.19185	0.187918
E2f8	0.202565	0.45122	0.431992	0.29179	0.404655
E330009J07Rik	1.84618	1.96205	1.89647	2.68492	1.95643
E330011O21Rik	0.455169	0.539128	0.356074	0.403463	0.0881033
E330013P04Rik	0.0414297	0	0	0.0588083	0
E330017A01Rik	0	0	0	0.573216	0.304003
E330017L17Rik	0	0	0.113587	0	0
E330020D12Rik	1.00946	0.648322	1.12602	0.864323	0.789945
E330023G01Rik	0.0808055	0.0779698	0.128362	0	0.189495
E330033B04Rik	0.407325	0.323769	0.413466	0.47163	0.243867
E330034G19Rik	0	0	0.0421881	0.152019	0.0828872
E430016F16Rik	0.490831	0.564223	0.415057	0.423643	0.358447
E430018J23Rik	2.27454	1.7241	1.51352	1.29072	1.78528
E430025E21Rik	27.879	28.9091	28.6903	28.3948	28.5976
E4f1	4.84537	4.94294	5.6165	5.6129	4.98087
E530001F21Rik	0.546916	0.657784	0.557459	0.854799	1.0299
E530011L22Rik	1.30771	1.07226	1.2585	1.21839	1.38678
Eaf1	20.6006	18.3791	20.1289	20.6297	20.1899
Eaf2	0.40361	0.535647	0.38637	0.315326	0.190545
Eapp	23.5524	23.3168	23.6976	27.9375	26.3772
Ear1	1.55052	1.10014	1.45527	0.475802	1.45202
Ear10	0	0	0	0.293313	1.25284
Ear2	0.35813	2.62458	0.973593	1.88649	3.0625
Ear3	0.00326001	0.00627168	0.651659	6.16E-05	0
Ear6	0.350694	0.177166	2.34413	0.267936	1.29848
Ear7	0.443153	0	0	0	0
Ears2	2.49252	2.23456	1.6813	2.53295	1.78564
Ebag9	9.36681	10.7986	11.0613	9.94678	10.5825
Ebf1	33.4258	31.8148	32.92	35.445	33.2686
Ebf2	1.41729	1.65957	1.4318	2.09168	1.05438
Ebf3	24.7086	26.1582	26.6494	25.7097	26.8293
Ebf4	9.18192	8.24203	9.02697	10.7995	8.12266
Ebi3	0.130291	0.286554	0.247029	0.516317	0.191346
Ebna1bp2	14.4603	13.9645	14.4113	14.0995	16.9108
Ebp	27.4672	25.1382	23.5665	23.6829	25.4894
Ebpl	6.78464	5.57054	6.34017	7.24315	8.80431
Ecd	17.0179	19.0094	18.4047	17.1744	18.733
Ece1	14.7015	14.6188	15.5838	14.0882	15.2283
Ece2	30.6352	30.8938	28.2839	28.4562	28.8771
Ecel1	0.238157	0.357012	0.426534	0.388971	0.159842
Ech1	71.5618	71.3011	66.8054	77.7554	69.1759
Echdc1	6.84119	7.78763	7.37252	7.73624	7.0593
Echdc2	2.46841	1.77826	2.94401	3.40836	1.825
Echdc3	0.391718	0.271027	0.491601	0.607727	0.220043
Echs1	37.1924	37.1955	40.2771	32.6977	38.915
Eci1	17.1249	18.9794	18.2664	19.0955	20.3547
Eci2	40.2717	40.6001	41.0581	40.807	43.4983
Eci3	0	0.0664164	0	0	0.108114
Ecm1	4.38676	5.05133	3.26188	4.86886	4.03476
Ecm2	2.49969	2.84243	2.98074	4.73338	2.08817
Ecscr	6.70562	7.64513	7.3612	8.85676	6.98022
Ecsit	14.799	15.607	15.263	14.5585	14.27
Ect2	0.276927	0.909069	0.730901	0.758613	0.502459
Ect2l	0.0618328	0.029967	0.0496195	0	0.0734208
Eda	2.2384	2.33188	2.50107	2.37434	2.51407
Eda2r	0.0216671	0.0446879	0.281458	0.178663	0.102662
Edar	0.0460074	0.129064	0.0179853	0.0161019	0.0529163
Edaradd	0.0696927	0.0467604	0.00775219	0	0.0678904
Edc3	6.81228	6.89591	6.32509	7.31925	7.81903
Edc4	9.03042	8.02449	8.88441	8.48613	8.80744
Edem1	9.64258	10.6937	8.87182	10.6257	9.08065
Edem2	13.6037	12.4815	14.3004	14.1562	14.1468
Edem3	12.6207	11.4032	11.8873	13.3154	11.7977
Edf1	195.356	196.01	181.292	185.254	197.095
Edil3	123.048	115.515	126.292	130.688	117.931
Edn1	0.57166	0.859048	0.551006	0.525633	0.34742
Edn2	0.542681	0.185874	0.26239	0.323564	0.154655
Edn3	0.712224	0.939057	0.646493	0.982908	0.476518
Ednra	3.08206	4.30707	3.51165	3.08435	4.00914
Ednrb	42.9094	40.5057	40.8869	40.043	43.1217
Eea1	22.7282	23.212	22.6845	24.694	21.3956
Eed	5.2539	7.51358	8.0512	6.60008	6.39135
Eef1a1	1096.51	1190.99	1107.14	1181.33	1120.5
Eef1a2	519.122	458.166	473.633	431.696	488.213
Eef1b2	81.5716	91.5897	81.9682	92.2568	93.0756
Eef1d	24.9811	28.1988	23.4347	26.5901	28.4973
Eef1e1	34.433	29.3188	31.2211	35.8557	35.8334
Eef1g	220.393	229.319	221.712	218.284	218.723
Eef2	373.46	351.824	355.604	342.492	351.046
Eef2k	5.70872	5.74887	5.32249	5.36833	5.55044
Eefsec	4.07893	4.14577	3.93883	3.81911	3.92307
Eepd1	48.6943	44.1572	46.0409	43.8817	46.797
Efcab1	5.27274	4.57194	4.67636	4.26682	5.58316
Efcab10	5.228	5.96605	3.01746	3.94221	4.82505
Efcab11	0.619547	0.508222	0.416329	0.151756	0.44808
Efcab12	1.75726	1.63181	0.80669	1.26195	1.42172
Efcab14	11.4138	11.8073	12.6657	12.8428	11.4204
Efcab2	4.84888	4.09843	4.92044	4.64539	3.47632
Efcab3	0	0.0554149	0	0	0
Efcab4a	1.52342	1.53021	1.3756	1.63275	1.69458
Efcab4b	0.240525	0.823817	0.442388	0.452531	0.499395
Efcab5	0.26317	0.346322	0.248599	0.26058	0.142017
Efcab6	0.315694	0.212311	0.178469	0.273141	0.173137
Efcab7	1.14813	1.20218	1.25733	2.06751	1.20548
Efcab9	0	0	0.346389	0.104958	0.113632
Efcc1	2.03057	2.56314	1.90127	2.55042	1.46022
Efemp1	10.9553	13.9525	18.8545	17.5003	10.8345
Efemp2	9.32676	9.79213	8.61145	9.28225	9.04362
Efhb	0	0	0.0465262	0.169095	0.113878
Efhc1	1.88348	2.40338	2.65456	2.94014	2.70493
Efhc2	1.26992	2.02023	1.48352	2.48522	1.81158
Efhd1	10.0362	18.0873	13.174	17.4105	10.5695
Efhd2	14.943	16.5093	13.8934	14.9593	16.5573
Efna1	17.8823	20.5843	18.6915	21.8369	19.2062
Efna2	1.53953	1.53661	1.24376	1.39905	1.49283
Efna3	2.00628	1.89241	2.44127	2.03629	2.31018
Efna4	0.703645	0.143311	0.868224	0.540672	0.530783
Efna5	6.47066	6.74363	7.84691	6.68832	6.48652
Efnb1	6.50269	6.98142	7.21866	6.39282	5.67589
Efnb2	9.49416	9.89449	11.0795	10.2688	9.06032
Efnb3	1.15923	0.756823	1.79923	1.27536	1.06596
Efr3a	32.6268	33.5447	32.7323	30.891	31.6744
Efr3b	15.668	14.1122	13.8504	14.2182	15.8089
Efs	1.98744	1.32237	1.87913	1.89426	1.6661
Eftud1	3.7581	3.56963	3.64996	3.42277	2.73697
Eftud2	17.7305	16.9208	17.9952	15.9075	17.8626
Egf	0.680506	0.475474	0.508719	0.304934	0.30506
Egfem1	2.51798	2.30868	1.87943	1.98204	2.07841
Egfl6	0.266323	0.109774	0.456721	0.431091	0.132873
Egfl7	22.8967	25.186	22.1368	23.9307	27.1804
Egfl8	20.5536	20.3379	18.9039	22.7013	19.1824
Egflam	2.8364	2.07061	2.88899	2.99126	2.65316
Egfr	0.437761	0.682869	0.943402	0.885141	0.635927
Egln1	17.1906	17.3078	18.0281	17.1982	18.2717
Egln2	44.0201	40.0792	40.4925	37.2038	43.5507
Egln3	2.24396	1.40418	2.47697	2.02944	2.30901
Egr1	1.93729	3.34084	4.12358	4.74152	2.90819
Egr2	3.95058	7.27031	5.41559	7.05536	4.84965
Egr3	2.15961	1.79704	4.26087	3.60036	3.24609
Egr4	0	0.220172	0.02423	0.161161	0.139444
Ehbp1	18.5995	21.3302	20.1745	21.3316	19.7787
Ehbp1l1	6.96089	7.02259	7.63561	6.35821	7.75778
Ehd1	14.2212	11.9527	14.3832	14.2368	14.539
Ehd2	14.5869	14.9393	16.2084	17.2244	16.3388
Ehd3	76.9529	70.07	68.0658	66.7111	70.2236
Ehd4	18.3811	21.3328	19.654	20.7448	19.8347
Ehf	0.42387	0.639791	0.649147	0.564833	0.407871
Ehhadh	2.28158	2.05881	2.84741	2.49187	2.17276
Ehmt1	5.61067	5.10756	5.20436	5.34562	4.62141
Ehmt2	15.603	13.3037	14.7791	14.4749	14.7127
Ei24	53.307	61.9844	59.1911	59.3881	59.8347
Eid1	50.999	53.9946	52.7542	54.3372	48.0768
Eid2	22.5581	17.753	19.4947	19.2926	23.9071
Eid2b	5.80301	6.27803	6.40836	7.10485	5.26857
Eid3	0	0	0.177001	0.105518	0
Eif1	292.86	316.082	306.287	327.093	310.798
Eif1a	31.7894	31.8605	32.4087	33.3202	31.4344
Eif1ad	13.5019	16.174	14.3359	12.136	14.6887
Eif1ax	96.0436	108.117	96.7102	118.062	98.9373
Eif1b	231.348	241.672	225.5	241.483	247.319
Eif2a	25.9563	30.6337	28.6603	29.5429	25.4906
Eif2ak1	32.6025	32.6151	35.2099	31.6309	33.4566
Eif2ak2	8.81084	8.70729	8.42351	9.70171	9.02172
Eif2ak3	15.1811	14.1823	15.5552	14.4438	15.4477
Eif2ak4	2.76535	3.36569	3.37981	3.82969	3.54221
Eif2b1	14.5711	13.1964	16.3129	15.0084	13.633
Eif2b2	21.9278	22.2143	24.2206	19.9898	23.7252
Eif2b3	13.4645	12.6949	14.1345	12.9953	16.0441
Eif2b4	19.5251	20.4336	18.6782	18.0337	22.5607
Eif2b5	26.5109	25.0044	25.5953	25.246	26.9827
Eif2d	11.4715	13.9357	12.9099	12.3258	11.9767
Eif2s1	24.7836	23.4219	25.786	27.1969	24.627
Eif2s2	49.675	49.3911	51.8998	56.2195	49.8917
Eif2s3x	46.6606	47.475	45.7925	46.469	45.068
Eif2s3y	19.368	24.9348	25.3281	24.8238	16.2145
Eif3a	42.9017	49.6622	47.6845	49.9097	46.5029
Eif3b	41.9528	39.7274	40.9351	38.8664	43.2408
Eif3c	64.0279	64.6164	65.8489	62.3716	64.8989
Eif3d	41.8752	39.0893	40.3633	36.9501	37.4821
Eif3e	81.4913	81.6114	85.7731	87.8341	77.9325
Eif3f	111.619	109.034	114.812	114.367	109.036
Eif3g	54.995	57.7394	51.7413	51.8454	57.7432
Eif3h	98.1801	100.157	94.4575	95.1451	94.9603
Eif3i	63.1269	69.2323	66.5425	66.5596	62.9196
Eif3j1	43.7623	22.9807	44.746	49.2383	43.4481
Eif3j2	0.0188933	23.0385	0.182709	0.037149	0.00893017
Eif3k	104.302	104.653	101.197	100.516	112.326
Eif3l	59.4481	62.256	60.6516	58.9766	60.132
Eif3m	61.266	67.1173	65.0739	70.3194	66.6874
Eif4a1	146.913	151.726	141.365	134.244	140.466
Eif4a2	441.454	459.436	451.076	442.96	464.624
Eif4a3	31.2396	33.613	32.7352	27.4657	38.0295
Eif4b	49.4442	48.9679	50.8803	48.0861	48.6802
Eif4e	46.4092	50.3879	49.8789	54.6334	49.5738
Eif4e1b	0	0.10809	0.0348709	0.0311549	0.0666688
Eif4e2	33.064	29.5622	32.3821	32.9718	33.9527
Eif4e3	19.0413	21.3097	22.5709	21.54	20.0671
Eif4ebp1	4.30945	6.74558	6.37773	5.31901	5.9656
Eif4ebp2	7.56878	10.2956	8.80781	8.33558	7.39511
Eif4ebp3	1.41228	2.15207	3.14568	1.98879	3.59934
Eif4enif1	13.0765	14.3657	14.4674	13.9763	14.4874
Eif4g1	76.6898	69.8759	71.3341	70.7497	76.9817
Eif4g2	181.604	185.591	180.762	190.325	177.409
Eif4g3	37.5637	36.4889	38.2993	38.7717	37.4487
Eif4h	145.381	148.31	136.336	133.817	147.283
Eif5	106.002	106.6	106.184	108.462	105.103
Eif5a	330.717	316.618	315.937	307.301	338.049
Eif5a2	96.331	98.2285	94.4174	91.1137	86.4618
Eif5b	11.3835	11.0986	10.6051	11.0061	10.6006
Eif6	30.9981	29.2396	29.9989	29.7101	32.7682
Elac1	9.90759	9.29346	8.87887	9.26638	8.55182
Elac2	9.90684	9.74063	10.0472	9.87037	10.623
Elane	0.677107	1.58107	1.76845	2.03899	1.90642
Elavl1	9.67957	9.47187	9.75916	9.55592	10.376
Elavl2	101.474	96.1771	102.32	102.511	97.5646
Elavl3	31.3428	29.1654	31.1374	30.2111	29.9482
Elavl4	103.37	115.077	117.809	118.601	112.704
Elf1	8.42152	9.26842	8.55095	9.30264	9.51718
Elf2	7.95012	9.08567	7.7631	8.3566	7.07749
Elf3	0.118516	0	0.0614507	0.0272218	0.0904332
Elf4	0.375937	0.429006	0.471296	0.394999	0.345501
Elf5	0.760583	0.376451	0.416961	0.721163	0.771364
Elfn1	14.5418	12.7577	13.1376	15.0149	14.2837
Elfn2	1.31788	0.88065	0.909753	0.885505	1.025
Elk1	4.66065	4.82881	4.88318	5.40182	5.1247
Elk3	2.44967	2.60604	2.83238	2.85486	2.28704
Elk4	2.83498	2.79126	2.69485	3.18962	2.94717
Ell	4.85378	4.07623	4.60951	3.74118	4.13312
Ell2	13.5883	11.7177	13.3788	13.8688	13.6744
Ell3	1.34222	1.30951	1.60925	1.16081	0.850434
Elmo1	25.8723	25.6492	27.3158	22.8165	27.1862
Elmo2	21.4995	23.7945	21.608	21.6511	23.619
Elmo3	0.586913	0.332234	0.356008	0.199493	0.363559
Elmod1	11.5489	11.2269	11.6891	11.6325	10.5462
Elmod2	10.1538	9.22466	9.18335	10.8233	9.2979
Elmod3	4.25665	4.32897	4.62965	4.74554	3.62691
Elmsan1	2.66723	2.78883	2.48655	3.0212	2.739
Eln	1.57922	1.73184	1.84367	2.65101	1.00895
Elof1	14.2618	13.1569	15.6151	13.4337	13.4889
Elovl1	37.8403	41.4548	33.4537	42.2747	34.5002
Elovl2	3.72424	4.89962	4.26272	3.69293	4.14355
Elovl3	0	0.0503759	0	0	0
Elovl4	34.0758	32.3391	34.5236	31.1881	36.1635
Elovl5	105.486	102.188	108.24	108.092	112.547
Elovl6	30.5046	34.4914	30.4311	35.5384	29.8901
Elovl7	63.3412	64.4923	58.9228	64.2887	61.5448
Elp2	43.2764	47.3237	47.2763	42.494	47.8317
Elp3	37.4621	36.7244	37.5517	31.573	35.6115
Elp4	5.76395	5.80025	6.88577	6.28891	6.54756
Elp5	42.9822	41.9536	37.2552	42.0793	43.2404
Elp6	5.65172	5.51934	5.44273	5.89491	5.42679
Eltd1	2.83327	3.25293	3.19921	3.17494	3.25959
Emb	140.444	153.943	154.214	157.111	160.751
Emc1	12.9183	11.2059	12.625	10.6623	12.2028
Emc10	114.513	107.539	102.902	104.943	109.828
Emc2	94.6742	91.5049	98.9893	98.1742	90.3008
Emc3	55.051	57.5101	53.3105	53.204	57.6942
Emc4	111.993	128.854	118.718	121.815	124.362
Emc6	36.462	31.6958	39.3602	37.5044	36.3297
Emc7	82.2157	83.7041	83.1917	84.6041	90.132
Emc8	14.6298	14.4919	14.1617	13.8115	14.5695
Emc9	78.6572	73.6659	63.683	64.759	78.5169
Emcn	10.5339	10.7374	10.1372	11.6604	7.5117
Emd	28.7192	28.7599	28.9799	26.7584	30.7538
Eme1	0.694824	0.801375	0.242448	0.721369	1.08182
Eme2	10.6216	10.5457	10.5259	10.4056	8.39104
Emg1	16.0791	16.4391	16.6819	15.9486	17.1349
Emid1	5.61811	6.1035	5.43201	5.99634	5.02005
Emilin1	0.595826	0.656422	0.835058	0.933589	0.837869
Emilin2	0.261391	0.45983	0.335384	0.390043	0.236283
Emilin3	0.0743911	0.231846	0.0985736	0.135359	0.0548147
Eml1	141.135	136.852	135.884	132.547	140.798
Eml2	79.0915	69.1046	70.3156	63.505	68.5317
Eml3	5.00062	5.94645	6.02354	6.55938	6.41532
Eml4	7.74327	7.38471	7.23927	8.08074	8.41572
Eml5	5.93871	4.95412	6.0222	6.21287	5.0094
Eml6	3.63219	2.54573	3.2562	3.14248	3.03155
Emp1	4.08984	4.99199	5.07965	6.98632	3.56761
Emp2	23.4	26.4564	23.2881	27.4008	23.4373
Emp3	36.4412	35.1919	31.3134	34.9255	40.2098
Emr1	0.749749	0.895759	1.3081	1.97386	1.33067
Emr4	0.0990754	0.0664661	0.0536075	0.049698	0.078598
Emx1	0	0	0.0986528	0	0
En1	0	0.0235719	0.0203179	0	0
En2	0	0	0	0.0167751	0
Enah	33.464	31.6009	30.1995	28.8339	29.9401
Enc1	2.27498	2.57187	2.35673	2.56668	2.51069
Endod1	168.717	163.671	168.333	154.116	165.745
Endog	7.54125	7.97246	6.93548	5.3957	7.47564
Endou	0.14914	0.564967	0.222021	0.248995	0.20236
Endov	4.77287	4.33902	4.33296	4.07544	3.87323
Eng	4.99016	4.39136	4.18289	4.12891	3.75823
Engase	3.62504	3.1282	2.71638	3.16386	3.07678
Enho	19.8234	20.0924	22.3958	19.6581	18.7908
Enkd1	1.93785	2.10723	1.33866	1.60647	1.47647
Enkur	1.04061	0.306756	0.764815	0.290451	0.686393
Eno1	270.186	249.208	249.253	237.631	259.623
Eno2	279.926	259.199	258.106	238.164	270.863
Eno3	5.93185	4.12786	42.7464	14.7646	3.73241
Eno4	0.654553	0.34459	0.724564	0.493713	0.848823
Enoph1	17.1281	19.0714	17.7295	19.08	19.357
Enox1	15.6366	12.8556	14.7791	14.0053	15.1243
Enox2	5.66782	5.46178	5.93154	5.75257	5.75664
Enpep	1.57363	1.96214	1.99074	2.29073	2.63717
Enpp1	4.37238	6.16914	5.27805	5.75656	5.05712
Enpp2	7.82166	9.50328	8.68084	9.83562	8.10033
Enpp3	0.448507	0.741178	0.680288	0.789728	0.729351
Enpp4	10.8356	12.8911	13.2153	13.2649	11.5386
Enpp5	65.7688	70.8821	68.2051	64.5816	66.7159
Enpp6	0	0.0537596	0.177022	0.140381	0.0860583
Ensa	100.462	100.369	97.9875	97.2104	100.425
Enthd2	5.7272	5.45365	4.88364	5.37781	4.95203
Entpd1	4.46927	4.93991	4.74742	4.68459	5.5874
Entpd2	12.2918	11.8244	11.1953	13.795	10.3939
Entpd3	53.1396	51.8847	51.8464	48.4688	53.0991
Entpd4	0	0.0778923	0.173875	0	0.467428
Entpd5	14.9942	15.0378	15.0406	15.3062	16.4203
Entpd6	11.2948	10.6718	11.296	9.86492	12.5568
Entpd7	2.37129	2.819	2.21206	2.664	1.97472
Entpd8	0	0	0.0536685	0	0
Eny2	18.3727	19.6599	21.8535	23.9252	20.4689
Eogt	7.81811	6.8238	7.87898	8.50516	7.51204
Eomes	0	0	0	0.0274892	0
Ep300	5.01324	6.37499	6.31708	6.2508	5.04158
Ep400	5.46878	5.07367	5.43603	5.30966	5.43071
Epas1	21.1372	19.6852	20.572	20.637	19.9536
Epb4.1	13.1646	12.0731	12.6575	13.0961	11.5598
Epb4.1l1	40.985	39.0926	39.6888	35.6738	40.3445
Epb4.1l2	24.0294	28.6946	26.5463	31.8489	21.8242
Epb4.1l3	257.541	253.037	261.052	251.448	267.37
Epb4.1l4a	3.49438	2.72471	3.95243	2.72152	3.35729
Epb4.1l4b	9.43415	10.667	8.3522	9.83088	9.07321
Epb4.1l5	2.28004	2.07965	2.54195	2.43403	1.90613
Epb4.2	0.159895	0.645397	0.445912	0.241669	0.260943
Epc1	7.02685	8.05807	8.18376	7.82432	5.92164
Epc2	6.29207	6.28466	6.71847	7.48375	6.06914
Epcam	0	0	0.146582	0	0
Epdr1	178.453	183.942	180.792	164.584	186.443
Epg5	6.84755	5.99759	6.54993	6.39271	6.31959
Epgn	0.0683605	0.0684754	0	0.0512248	0.216857
Epha1	0.0220708	0.0604095	0.0677778	0	0.0165652
Epha10	1.63965	0.965534	1.56504	1.206	1.25313
Epha2	0.904245	0.94701	0.885688	0.935666	0.418958
Epha3	0.49246	0.389175	0.321212	0.550939	0.438171
Epha4	1.01396	0.920769	0.977542	0.945644	0.804193
Epha5	2.49109	3.00426	2.76337	3.18818	2.8483
Epha6	3.68075	3.62743	3.89114	3.91228	3.92235
Epha7	1.87467	1.87401	1.96995	1.74307	1.27015
Epha8	0.694376	0.468098	0.5762	0.591622	0.320597
Ephb1	1.23916	1.25156	1.12057	0.912361	1.12609
Ephb2	0.999959	1.00798	0.896319	1.14675	1.00477
Ephb3	2.54274	2.46745	2.16133	2.31497	2.0447
Ephb4	2.61797	2.10087	2.17699	2.68603	2.22895
Ephb6	9.93676	9.59114	10.8524	10.2306	10.5176
Ephx1	57.4136	58.5279	58.4896	60.6003	61.8236
